id,title,overview,release_date,vote_average,vote_count,popularity,poster_path,genre_names
930564,Saltburn,"Struggling to find his place at Oxford University, student Oliver Quick finds himself drawn into the world of the charming and aristocratic Felix Catton, who invites him to Saltburn, his eccentric family's sprawling estate, for a summer never to be forgotten.",2023-11-16,7.0,2491,9.2969,/zGTfMwG112BC66mpaveVxoWPOaB.jpg,"Drama, Comedy, Thriller"
605722,Distant,"After crash-landing on an alien planet, an asteroid miner must contend with the challenges of his new surroundings, while making his way across the harsh terrain to the only other survivor – a woman who is trapped in her escape pod.",2024-07-12,5.922,96,9.2939,/czh8HOhsbBUKoKsmRmLQMCLHUev.jpg,"Science Fiction, Comedy, Action"
762,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",1975-03-14,7.801,5950,9.2898,/8AVb7tyxZRsbKJNOTJHQZl7JYWO.jpg,"Adventure, Comedy, Fantasy"
55580,P.O. Box Tinto Brass,"A successful erotic film producer from Rome regularly receives letters from female fans seeking his advice on how to spice up their sex lives. Thanks to his years of experience in both the film business and the sex industry, he has all sorts of tips at the ready and, in an emergency, is happy to make a house call himself to demonstrate his qualities in person.",1995-08-30,5.928,111,9.2873,/oGC1ByDVsAjPo8W3G078EYpvBWi.jpg,Comedy
8871,How the Grinch Stole Christmas,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,2000-11-17,6.773,7756,9.287,/52EpMoLTTbKAkM6rSrnNHV2mpLF.jpg,"Family, Comedy, Fantasy"
28178,Hachi: A Dog's Tale,A drama based on the true story of a college professor's bond with the abandoned dog he takes into his home.,2009-06-08,8.0,6802,9.2824,/lsy3aEsEfYIHdLRk4dontZ4s85h.jpg,"Drama, Family"
533,Wallace & Gromit: The Curse of the Were-Rabbit,"Cheese-loving eccentric Wallace and his cunning canine pal, Gromit, investigate a mystery in Nick Park's animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. Using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest.",2005-09-15,7.108,2856,9.2794,/cMQ2lNd7sBe6PCf6zF5QxrKzbRG.jpg,"Adventure, Animation, Comedy, Family"
724495,The Woman King,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",2022-09-16,7.7,2153,9.2786,/w0oOkCDs8KyCQ0ReawQEnJKVBk3.jpg,"Action, Drama, History"
8643,The Exorcism of Emily Rose,"When a younger girl called Emily Rose dies, everyone puts blame on the exorcism which was performed on her by Father Moore prior to her death. The priest is arrested on suspicion of murder. The trial begins with lawyer Erin Bruner representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",2005-09-09,6.595,2837,9.2737,/qMN0HIP34f736kkQcfvTfmL9TP3.jpg,"Crime, Drama, Horror, Thriller"
1093237,Hurry Up Tomorrow,A musician plagued by insomnia is pulled into an odyssey with a stranger who begins to unravel the very core of his existence.,2025-05-14,0.0,0,9.2708,/vjNYHZjoCya803vJXxJXUkNJQWO.jpg,"Thriller, Music"
324852,Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,2017-06-15,6.465,7288,9.2683,/6t3YWl7hrr88lCEFlGVqW5yV99R.jpg,"Action, Animation, Comedy, Family, Adventure"
664413,365 Days,"A woman falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.",2020-02-07,7.0,9141,9.2569,/6KwrHucIE3CvNT7kTm2MAlZ4fYF.jpg,"Romance, Drama"
11247,A Cinderella Story,"Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",2004-07-16,6.57,3240,9.2569,/ukwP7gDPWxj1R1dW5iN3mnxkL3D.jpg,"Comedy, Family, Romance"
51540,Horrible Bosses,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",2011-07-08,6.572,6431,9.2457,/uQkUwgyFHAm0jGQERPG6Z9o9Zbj.jpg,"Comedy, Crime"
399366,Marrowbone,A young man and his three younger siblings are plagued by a sinister presence in the sprawling manor in which they live.,2017-10-27,7.265,1652,9.2454,/iX77zMSqUv2Qt7ToEnN2mmEudEf.jpg,"Thriller, Horror, Mystery"
1182047,The Apprentice,"A young Donald Trump, eager to make his name as a hungry scion of a wealthy family in 1970s New York, comes under the spell of Roy Cohn, the cutthroat attorney who would help create the Donald Trump we know today. Cohn sees in Trump the perfect protégé—someone with raw ambition, a hunger for success, and a willingness to do whatever it takes to win.",2024-10-09,6.865,629,9.2432,/zxA7bL9qOnU49NXIqpnyJlRvkqs.jpg,"History, Drama"
1247597,Salve Maria,"Maria (34), a young writer who has just become a mother, is obsessed with a scandalous event: Alice Espanet (37) has drowned her 10-month-old twins in the bathtub. Writing about Alice will be Maria's only way to understand the radical experience of her own motherhood.",2024-10-31,6.964,14,9.2131,/c1vxdtbIyKE31mX9znwIsrHJ30S.jpg,Drama
835113,Woman of the Hour,"An aspiring actress crosses paths with a prolific serial killer in '70s LA when they're cast on an episode of ""The Dating Game.""",2024-10-03,6.431,750,9.2115,/nc9ZqrJFbcUdlMg9lxXXtJb24jU.jpg,"Crime, Drama, Thriller"
800256,Danchizuma: Furin Marumie,"A woman has recently married an adult toy manufacturer. He researches new vibrators in the product development department. She hopes that if she marries such a man, she will be able to use the vibrator as much as she likes and have fun every night, but her husband never uses a vibrator on her. She is extremely dissatisfied with this. Meanwhile, her husband's boss, the section chief, is currently developing an anal vibrator, and in the name of experimenting with it, he only uses the anal vibrator on his wife. Her boss's wife wants him to use a normal vibrator, but she is dissatisfied that he only uses it on her anus. As the wives were talking about this, the new wife expressed her interest in anal vibrators, so they decided to swap husbands and have fun with the one in the front and the one in the back. They immediately decided to swap wives...",1991-07-26,2.0,1,9.2051,/v1cjlM0nOlhtwEwfTMAEnOaLi7I.jpg,
375588,Robin Hood,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,2018-11-03,5.9,3003,9.2012,/AiRfixFcfTkNbn2A73qVJPlpkUo.jpg,"Adventure, Action, Thriller, Fantasy"
9444,Anastasia,"Ten years after she was separated from her family, an eighteen-year-old orphan with vague memories of the past sets out to Paris in hopes of reuniting with her grandmother. She is accompanied by two con men, who intend to pass her off as the Grand Duchess Anastasia to the Dowager Empress for a reward.",1997-11-20,7.611,5342,9.1996,/bppGWGA8zq1sRvTdDJnUzVW9GcH.jpg,"Animation, Family, Fantasy, Adventure"
2758,Addams Family Values,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",1993-11-19,6.952,3060,9.1989,/sdxT2VjVSx9DRicwnuECUdBHeE7.jpg,"Comedy, Family, Fantasy"
9659,Mad Max,"In the ravaged near-future, a savage motorcycle gang rules the road. Terrorizing innocent civilians while tearing up the streets, the ruthless gang laughs in the face of a police force hell-bent on stopping them.",1979-04-12,6.676,4571,9.1973,/5LrI4GiCSrChgkdskVZiwv643Kg.jpg,"Adventure, Action, Thriller, Science Fiction"
967847,Ghostbusters: Frozen Empire,"When the discovery of an ancient artifact unleashes an evil force, Ghostbusters new and old must join forces to protect their home and save the world from a second Ice Age.",2024-03-20,6.498,1769,9.1962,/e1J2oNzSBdou01sUvriVuoYp0pJ.jpg,"Fantasy, Adventure, Comedy"
68734,Argo,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",2012-10-11,7.281,8422,9.1951,/m5gPWFZFIp4UJFABgWyLkbXv8GX.jpg,"Drama, Thriller"
118249,Thriller Night,"A Shrek parody of Michael Jackson's Thriller song and music video, with Donkey singing.",2011-09-13,6.852,98,9.1914,/mPQei2YUIY0Ljd3O5Wy7LDuvC8S.jpg,"Animation, Music, Horror, Comedy"
1244492,Look Back,"Popular, outgoing Fujino is celebrated by her classmates for her funny comics in the class newspaper. One day, her teacher asks her to share the space with Kyomoto, a truant recluse whose beautiful artwork sparks a competitive fervor in Fujino. What starts as jealousy transforms when Fujino realizes their shared passion for drawing.",2024-06-28,7.979,330,9.1909,/4f2EcNkp1Mvp9wE5w7HKxcmACWg.jpg,"Animation, Drama"
34433,Dragon Ball Z: Broly - The Legendary Super Saiyan,"While the Saiyan Paragus persuades Vegeta to rule a new planet, King Kai alerts Goku of the South Galaxy's destruction by an unknown Super Saiyan.",1993-03-06,7.2,927,9.1868,/6iO8TJCyLI4BiPYOvdwzPV2bhoV.jpg,"Animation, Science Fiction, Action"
68828,Outlanders,"In the midst of a violent invasion of Earth by unknown alien forces, photo-journalist Wakatsuki Tetsuya comes across a scantily-clad alien woman, cutting a swath of death through the Terran ranks with her sword. After a chaotic struggle, Tetsuya is knocked unconscious, only to awaken aboard her starship. To his surprise, she turns out to be Kahm, the invaders' princess - and she has picked Tetsuya for a starring role in her upcoming wedding. As the groom....",1986-12-16,4.9,17,9.1809,/tKiIq3RgFOGMiNTj53wa2M68L7L.jpg,"Animation, Science Fiction, Comedy"
1461100,A Queen’s Runway,"Behind the crown and beyond the glamour, ambitious hopefuls chase their Miss Universe Philippines dreams, facing fierce competition and great sacrifice.",2025-04-10,7.0,1,9.1792,/z6NPrlKUdoO7jLxLEG46wyPrXEK.jpg,Documentary
109439,The Hangover Part III,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",2013-05-23,6.209,8790,9.1791,/vtxuPWkdllLNLVyGjKYa267ntuH.jpg,Comedy
406,La Haine,"After a chaotic night of rioting in a marginal suburb of Paris, three young friends, Vinz, Hubert and Saïd, wander around unoccupied waiting for news about the state of health of a mutual friend who has been seriously injured when confronting the police.",1995-05-31,8.089,4181,9.174,/iH8saz6s0Z8SPPrKaMI2KrRzTED.jpg,Drama
442249,The First Purge,"To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.",2018-07-04,5.998,4047,9.1721,/litjsBoiydO6JlO70uOX4N3WnNL.jpg,"Action, Horror, Thriller"
193756,Lone Survivor,"Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish.",2013-12-24,7.438,4423,9.1713,/zaBIrloyhGK7iNTZMb3f9SARsl8.jpg,"War, Action, Drama"
7445,Brothers,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",2009-12-02,7.314,3667,9.1686,/skHqceAFYee0JZuYd9MVk2IQggi.jpg,"Drama, Thriller, War"
1052280,It's What's Inside,A pre-wedding reunion descends into a psychological nightmare for a group of college friends when a surprise guest arrives with a mysterious suitcase.,2024-01-19,6.408,581,9.1593,/32Lfs4nbLehgbXI8VTeYg5jgIQt.jpg,"Comedy, Mystery, Science Fiction"
4824,The Jackal,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.",1997-11-14,6.379,1949,9.1561,/oXF26QmDEaRaH9Fbhs3NXtcnryx.jpg,"Action, Thriller, Adventure, Crime"
1262299,El Apocalipsis de san Juan,"Embark on an epic journey through time and faith with 'The Apocalypse of Saint John.' Join the Apostle John in a stunning visual narrative that unravels the visions of the End Times. Experience each vision like never before, with striking visual effects and epic scenes that immerse you in the apocalyptic narrative.",2024-10-07,7.474,19,9.1551,/zzXU586n4uDBgMtVMPPQW7UJwu8.jpg,"Documentary, History"
364,Batman Returns,"Batman must face The Penguin, a sewer-dwelling gangleader intent on being accepted into Gotham society.  Meanwhile, another Gotham resident finds herself transformed into Catwoman and is out for revenge...",1992-06-19,6.9,6662,9.1499,/jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg,"Action, Fantasy"
18823,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",2010-03-26,5.911,6341,9.149,/3W6QaC3Vz8UJhr6HRYuGfbNeJCs.jpg,"Adventure, Fantasy, Action"
300669,Don't Breathe,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,2016-06-08,7.013,7558,9.1474,/dSxHyPZ2nipSfvdft4IhQKjk5eZ.jpg,"Horror, Thriller"
169917,A Walk Among the Tombstones,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,2014-09-18,6.329,2840,9.1462,/euPgyPsiNFp6gOBB7nUFxvN5ZaY.jpg,"Crime, Drama, Mystery, Thriller"
9016,Treasure Planet,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms on their journey to find treasure.",2002-11-26,7.555,4298,9.1437,/zMKatZ0c0NCoKzfizaCzVUcbKMf.jpg,"Adventure, Animation, Family, Fantasy, Science Fiction"
256274,"As Above, So Below","When a team of explorers ventures into the uncharted maze of bones that lies beneath the streets of Paris, they embark on a journey into madness and terror.",2014-08-14,6.712,3559,9.1409,/oJZSajKLJkoTOzSZQN2ZwRnPwHZ.jpg,"Horror, Thriller"
140240,The Weapon,"""O. R.U.ZH.I. E ""is the abbreviation of the names of friends: O - Oleg, a military pensioner, R - Roman, a scientist, an employee of a research institute, U - Ulyana, a television correspondent, Zh - Zhenya, a physicist, doctor of sciences, I - Igor, entrepreneur, former reporter, husband of Ulyana, E - Egor, laboratory assistant at the provincial research center.  Oleg and Roman experience the latest weapons - a rifle with exceptional range and destructive power. The tests are successful, and Oleg is trying to interest the military with these weapons.",2012-03-02,8.0,1,9.1388,/9brC3BKaIhj51OlydlRyGMpNl8G.jpg,Drama
44264,True Grit,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",2010-12-22,7.306,5351,9.1379,/tCrB8pcjadZjsDk7rleGJaIv78k.jpg,"Drama, Adventure, Western"
433,Mary Poppins,"Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",1964-12-17,7.56,4751,9.1288,/ei8hhYCMfURfPOXKBnyl61be2iV.jpg,"Comedy, Family, Fantasy"
359246,Hell House LLC,"Five years after an unexplained malfunction causes the death of 15 tour-goers and staff on the opening night of a Halloween haunted house tour, a documentary crew travels back to the scene of the tragedy to find out what really happened.",2015-10-16,6.47,507,9.1276,/cWVsgCuLaPub8wD5cMBVIxFZaVc.jpg,"Horror, Mystery, Thriller"
1894,Star Wars: Episode II - Attack of the Clones,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot that could change the galaxy forever.",2002-05-15,6.572,13502,9.1244,/oZNPzxqM2s5DyVWab09NTQScDQt.jpg,"Adventure, Action, Science Fiction"
1003598,Avengers: Secret Wars,An upcoming film in Phase 6 of the Marvel Cinematic Universe (MCU) and the finale of The Multiverse Saga. Plot TBA.,2027-05-05,0.0,0,8.6103,/f0YBuh4hyiAheXhh4JnJWoKi9g5.jpg,Science Fiction
18334,Guinea Pig: Devil's Experiment,A duo of guys capture and brutally torture a young girl to the point of piercing her retina.,1985-09-04,4.835,142,8.4413,/yskvkbz3NihL2xswJ2GomCXuQH6.jpg,Horror
1635,The Island,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",2005-07-21,6.674,5477,8.6219,/juSBGCTK463as9clAea4mE2N3s0.jpg,"Action, Thriller, Science Fiction, Adventure"
81,Nausicaä of the Valley of the Wind,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",1984-03-11,7.95,3699,8.8459,/tcrkfB8SRPQCgwI88hQScua6nxh.jpg,"Adventure, Animation, Fantasy"
538858,Tumbbad,"India, 1918. On the outskirts of Tumbbad, a cursed village where it always rains, Vinayak, along with his mother and his brother, care of a mysterious old woman who keeps the secret of an ancestral treasure that Vinayak gets obsessed with.",2018-10-12,7.483,262,9.427,/6qeRFImDskoIRkSCFatqeM2rM3k.jpg,"Fantasy, Horror"
295830,Attack on Titan,"100 years ago, titans suddenly appeared on Earth. Soon, human civilization veered on collapse due to the titans. Humans then built a giant wall to defend themselves. Within the giant walls, humans lived in peace, but, 100 years later, the giant wall is broken.",2015-08-01,6.103,764,8.6149,/uT7qQMmP07FG935JfM1oMlwfvoV.jpg,"Horror, Action, Science Fiction"
1824,50 First Dates,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",2004-02-13,6.866,7310,8.1379,/5NxTW4SS6aUKZYnbQzh7UYNivd.jpg,"Comedy, Romance"
433498,Papillon,"Henri “Papillon” Charrière, a safecracker from the Parisian underworld, is wrongfully convicted and sentenced to life imprisonment in the penal colony of French Guiana, where he forges a strong friendship with Louis Dega, a counterfeiter who needs his protection.",2017-09-07,7.339,1975,8.9261,/ahF5c6vyP8HWMqIwlhecbRALkjq.jpg,Drama
267860,London Has Fallen,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",2016-03-02,6.21,4802,10.3212,/iEbLkYzyiUdOKNK4WNBFyGH7r2Y.jpg,"Action, Thriller"
1021890,For Tomorrow - the Documentary,"The story of grassroots innovators striving to create a more sustainable future. From a self-taught engineer who built a solar-powered car to a young woman with disabilities fighting for inclusivity, they are tackling sustainability issues on the ground and empowering their communities. Is the world ready to look elsewhere for solutions to our challenges?",2022-09-15,0.0,0,9.6396,/4nfvIPhllhPWvdPmDRyjbsUGFCN.jpg,Documentary
274854,The Last Witch Hunter,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",2015-10-21,5.986,3655,10.0637,/gPA6PFBQPlAY7sCOCKKSSB7HyNl.jpg,"Fantasy, Action, Adventure, Horror"
1278099,El Candidato Honesto,"A former idealistic leader turned corrupt politician is cursed by his grandmother on the eve of the presidential election, forcing him to be honest. Can he win without lies and what will be the conditions?",2024-08-08,6.673,133,9.4323,/hmV5HPkbQuzgPo11Xm70CMQV3iZ.jpg,Comedy
286687,Love Lesson,"Korea's most popular song writer Hee-soo runs into a nineteen-year-old boy in the elevator. Hee-soo is inspired by a new song watching him shake at her figure. She starts to tell him about women under the excuse that she's teaching him music. They fall for each other but things get complicated when her life teacher, Joon-ho who taught her about life and music comes back.",2013-12-05,6.9,38,8.789,/xw1ygSZtjJLD0UkspIQghV7yqE4.jpg,"Romance, Drama, Comedy"
269509,The Canterville Ghost,"An American family moves in to the Canterville Chase, a London mansion that has been haunted by ghost Sir Simon De Canterville for 300 years.",2023-09-22,6.724,38,9.8268,/dFu8oHN805ZRzpQZNOjkiLzMbep.jpg,"Animation, Comedy, Family, Fantasy"
508,Love Actually,Eight very different couples deal with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London.,2003-09-07,7.106,6936,9.5457,/7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg,"Comedy, Romance, Drama"
44264,True Grit,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",2010-12-22,7.306,5351,9.1379,/tCrB8pcjadZjsDk7rleGJaIv78k.jpg,"Drama, Adventure, Western"
516806,Last Sentinel,"Set in the future on a war-ravaged Earth, four exhausted soldiers man Sentinel - a remote military base in a vast ocean that separates two warring continents. While their tour of duty ended three months ago, the relief crew still hasn't arrived and as the empty weeks turn to months, paranoia descends, testing relationships to breaking point...",2023-03-17,5.409,182,8.51,/pD1o9B0ibENdNroYrBCQemG2jnr.jpg,"Science Fiction, Thriller"
9475,Scent of a Woman,"Charlie Simms is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade, a cantankerous middle-aged man who lives with his niece and her family.",1992-12-23,7.789,3547,8.9114,/4adI7IaveWb7EidYXfLb3MK3CgO.jpg,"Drama, Comedy"
1093237,Hurry Up Tomorrow,A musician plagued by insomnia is pulled into an odyssey with a stranger who begins to unravel the very core of his existence.,2025-05-14,0.0,0,9.2708,/vjNYHZjoCya803vJXxJXUkNJQWO.jpg,"Thriller, Music"
8839,Casper,"Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.",1995-05-26,6.324,4647,8.7803,/vCaVCizHfxuoczd9Dlcz7et61eJ.jpg,"Fantasy, Comedy, Family"
720321,Breathe,"Air-supply is scarce in the near future, forcing a mother and daughter to fight for survival when two strangers arrive desperate for an oxygenated haven.",2024-04-04,5.838,201,9.0596,/wTW2t8ocWDlHns8I7vQxuqkyK58.jpg,"Action, Science Fiction, Mystery, Thriller"
347201,Boruto: Naruto the Movie,"The spirited Boruto Uzumaki, son of Seventh Hokage Naruto, is a skilled ninja who possesses the same brashness and passion his father once had. However, the constant absence of his father, who is busy with his Hokage duties, puts a damper on Boruto's fire. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation rises!",2015-08-07,7.457,1599,9.0529,/1k6iwC4KaPvTBt1JuaqXy3noZRY.jpg,"Adventure, Action, Animation, Comedy, Fantasy"
1382406,Striking Rescue,A veteran Muay Thai expert goes on a take-no-prisoners mission of revenge after his wife and daughter are brutally murdered by mysterious forces.,2024-12-05,6.8,11,9.0442,/uTKfD1CdjCLMVITnzblaqVSTxma.jpg,"Crime, Action, Thriller"
627,Trainspotting,"Heroin addict Mark Renton stumbles through bad ideas and sobriety attempts with his unreliable friends -- Sick Boy, Begbie, Spud and Tommy. He also has an underage girlfriend, Diane, along for the ride. After cleaning up and moving from Edinburgh to London, Mark finds he can't escape the life he left behind when Begbie shows up at his front door on the lam, and a scheming Sick Boy follows.",1996-02-23,7.963,9833,9.0432,/1jUC02qsqS2NxBMFarbIhcQtazV.jpg,"Drama, Crime"
399404,Darkest Hour,"In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler or fight on knowing that it could mean the end of the British Empire.",2017-11-22,7.3,5191,9.0414,/xa6G3aKlysQeVg9wOb0dRcIGlWu.jpg,"Drama, History"
1040148,"Ruby Gillman, Teenage Kraken","Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",2023-06-28,7.225,1015,9.0374,/8ChIb3WzYAcza1vrXR56v510MWk.jpg,"Animation, Family, Fantasy, Comedy"
896151,Blitz,"In World War II London, nine-year-old George is evacuated to the countryside by his mother, Rita, to escape the bombings. Defiant and determined to return to his family, George embarks on an epic, perilous journey back home as Rita searches for him.",2024-11-01,5.895,186,9.0372,/e9tyjbF2rugENtBolTtEhHOXgzD.jpg,"War, Drama, History"
1355755,An Almost Christmas Story,"A young owl meets a lost little girl in New York City. Together, they try to get home for Christmas.",2024-10-14,7.1,67,9.0344,/mQC3nIJ9DQ74t9vFzUjqP8eohgX.jpg,"Animation, Adventure, Fantasy, Family"
6114,Bram Stoker's Dracula,"In 19th century England, Count Dracula travels to London and meets Mina Harker, a young woman who appears as the reincarnation of his lost love.",1992-11-13,7.4,5299,9.0283,/scFDS0U5uYAjcVTyjNc7GmcZw1q.jpg,"Romance, Horror"
274857,King Arthur: Legend of the Sword,"When the child Arthur’s father is murdered, Vortigern, Arthur’s uncle, seizes the crown. Robbed of his birthright and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword Excalibur from the stone, his life is turned upside down and he is forced to acknowledge his true legacy... whether he likes it or not.",2017-05-10,6.55,5778,9.0268,/9kKXH6eJpzoFGhCbTN3FVwSQK3n.jpg,"Action, Drama, Fantasy"
228165,The SpongeBob Movie: Sponge Out of Water,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",2015-01-28,6.086,2389,9.0228,/2WDmjUlSAPlA27i2OwEC7sRTFw3.jpg,"Family, Adventure, Comedy, Fantasy, Animation"
338970,Tomb Raider,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",2018-03-05,6.366,7927,9.0214,/s4Qn5LF6OwK4rIifmthIDtbqDSs.jpg,"Action, Adventure, Fantasy"
927,Gremlins,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, unleashing a horde of mischievous gremlins on a small town.",1984-06-08,7.134,6530,9.0131,/6m0F7fsXjQvUbCZrPWcJNrjvIui.jpg,"Fantasy, Horror, Comedy"
1056648,Dog on Trial,"April, an idealistic lawyer dedicated to lost causes, agrees to defend Cosmos, a dog that has bitten three people, leading to the first canine trial. She has no choice but to win the case, as otherwise, her unusual client will be put down.",2024-09-11,6.2,40,9.007,/pO0QHRYxSLiFGW75JwHYucEdz72.jpg,Comedy
